,content,like_count,comment_count,date
539,"Listen to the latest episode of getWITit to hear SlalomBuild’s Sharon Lynch talk about the importance of the Women Who Build program, “it’s really about making sure that the women who are here feel that deep sense of belonging, of growth, of connection and collaboration.” https://slalom.ws/2IQs1Ib #loveyourfuture
…see more
getWITit | Slalom: New Strategies to Move the Needle for Women In IT on Apple Podcasts
podcasts.apple.com
Slalom and Slalom Build give women in IT confidence that what Slalom does for them will bring their success. At Slalom, women employees feel a sense of importance, belonging, growth, connection, and cooperation. Hear firsthand from Sharon Lynch, Managing
",42,1,
540,"As the concept of gay rights becomes more mainstream, it’s easy to get complacent. We’ve made tremendous progress, but maintaining that progress is a struggle for a new generation. – Meran Hill, Consultant #celebrateauthenticity #loveyourfuture #pride
…see more
Loaded:
Play
Back to start of video
Current time 
0:00
/
Duration 
0:27
 Unmute
Turn fullscreen on
",101,2,1yr •
541,"Slalom won the Communications Design award at the 2019 San Francisco Design Week Awards! We were recognized for partnering with Salesforce to redesign its Vetforce program and community site, which is helping Salesforce train 35,000 veterans. Learn more. https://slalom.ws/2IIndEo #StartHereSFDW #SFDW
…see more
Slalom Is Honored at Second Annual San Francisco Design Week Awards
globenewswire.com
Design Awards Theme: ""Where Innovation Meets Social Responsibility"" SAN FRANCISCO, June 25, 2019 (GLOBE NEWSWIRE) -- , the modern consulting firm focused on strategy, technology, and business transformation, was honored at the second annual San Francisco D
",86,0,1yr •
542,"Slalom is dedicated to empowering all our LGBTQ+ team members to bring their full selves to work every day. Thank you to our affinity group, GLASS, for helping Slalom achieve a perfect 100% on the Human Rights Campaign Foundation's Corporate Equality Index! #celebrateauthenticity
…see more
Play
",134,1,1yr •
543,"""Getting off the road was a big part of what brought me to Slalom, but what’s kept me here is the people I get to work with every day. They’re the smartest, most passionate group of people I’ve ever worked with, and they really care about our clients’ success and our Seattle community."" Meet the GM of Slalom Seattle, Kyle Kruse.
…see more
Q&A with Kyle Kruse, General Manager, Seattle | Slalom
slalom.com
The GM of Slalom's first office shares what drew him to Slalom more than 11 years ago, how his team inspires him, and why he's passionate about leading Slalom's expansion into Japan.
",136,5,
544,"The Washington Post ranked companies in the D.C. area that received the highest ratings from their employees in 2019. Slalom is proud to be ranked in the top 50! https://slalom.ws/2L5X8AN #loveyourfuture
Activate link to view larger image.
",79,3,1yr •
545,"We’re excited to share Slalom's new partnership with Maddock Douglas. Together, we will be helping leaders imagine, quantify and build the future. Learn more here: https://slalom.ws/2L3Y5tj #ForesightRx #loveyourfuture
Activate link to view larger image.
",92,0,1yr •
546,"Congratulations to Slalom Boston, ranked the second Best Place to Work by Boston Business Journal! https://slalom.ws/2WWGxXi #loveyourfuture
BBJ's 2019 Best Places to Work winners | Slalom Boston
bizjournals.com
The Boston Business Journal honored 79 companies that have built outstanding work environments for their employees at the 2019 Best Places to Work Awards event attended by a crowd of over 1,000 at the Head of Concourse at the World Trade Center. #BBJBestPl
",203,3,
547,"We’re proud to announce that our CEO, Brad Jackson, is #24 on the 2019 Glassdoor Top CEO list! https://slalom.ws/2L3LPsL #TopCEOs
Activate link to view larger image.
",485,5,
548,"Learn how Slalom and AWS helped Veripad enhance the accuracy of their machine learning models, and help health professionals detect fraudulent medications more accurately than the human eye. View the #webinar now on demand! https://slalom.ws/2FhRmbO
…see more
On Demand Partner Webinars | AWS + Slalom
pages.awscloud.com
Artificial Intelligence (AI) and Machine Learning (ML) have moved from luxury to necessity in helping organizations achieve their business goals. Additionally, creating and deploying effective machine learning models requires extensive expertise and core b
",19,0,1yr •
549,"When Walgreens and Prime Therapeutics launched their multibillion-dollar joint venture, AllianceRx Walgreens Prime, Slalom helped shape the new brand experience for patients, payers, and providers. Learn more: https://slalom.ws/2FkHuxT #loveyourfuture
…see more
Activate link to view larger image.
",44,1,1yr •
550,"As seen in GeekWire! Eight team members from Slalom and King County designed the user experience for an app that identifies and reports the precise location of noxious and invasive species of weeds. Read more: https://slalom.ws/2FjGPg0 #loveyourfuture
…see more
Microsoft and Slalom help King County develop new app to make it easier to report noxious weeds
geekwire.com
King County residents concerned about noxious weeds have a new gardening tool to turn to when it comes to eliminating invasive species - a mobile app that makes it easier to identify and report the precise location of such plants. With technical assistance
",64,0,1yr •
551,"Member #loyalty is the lifeblood of non-profits and trade associations. Without it, organizations can’t compete for mind-space, especially across generations who view value in different ways. Here are four simple principles for cultivating and keeping that loyalty. https://slalom.ws/2FiWSe7
…see more
The four principles of cultivating member loyalty for non-profits and trade associations
slalom.com
Member loyalty is the lifeblood of non-profits and trade associations. Without it, organizations can't compete for mind-space, especially across generations who view value in different ways. What is loyalty? In business, it's what draws customers to a bran
",10,0,1yr •
552,"“The technology we’re building should improve at least one life”
Slalom Data & Analytics guru Vidur S. Bhatnagar took a few minutes from his busy schedule to talk about some of his accomplishments, what drew him to Slalom, and his favorite NBA player. https://slalom.ws/2KWWRQF #loveyourfuture
…see more
Vidur S. Bhatnagar in his own words
slalom.com
From founding a company that tracks breast milk to fighting corneal blindness, Slalom data and analytics guru Vidur S. Bhatnagar gets around. He took a few minutes from his busy schedule to talk about some of his accomplishments, what drew him to Slalom, a
",38,0,
553,"In 2018, only 6% of AWS certifications at Slalom were held by women. This year, Slalom Chicago made a bold move to change that. Read the story. https://slalom.ws/2KWqaD6 #loveyourfuture
Activate link to view larger image.
",98,0,1yr •
554,"“At Slalom, I can talk about what my wife and I did over the weekend and feel no different than my coworker talking about her husband. I can bring my authenticity to work with me.” - Lacey Padgett, Talent Management Specialist #celebrateauthenticity #loveyourfuture #pride
…see more
Play
",283,2,
555,"""We feel like two of our best friends are getting married in October (when the deal officially closes), and we've been asked to be their best men."" Slalom's Geoffrey Flynn and Louis Cheuk share how Salesforce's acquisition of Tableau brings new possibilities to our clients. https://slalom.ws/2FdX9ig #salesforce #tableau #CNX19
…see more
Announcement of Salesforce Acquisition of Tableau Brings New Possibilities to Slalom Clients
Geoffrey Flynn on LinkedIn
Salesforce just announced its acquisition of Tableau. We feel like two of our best friends are getting married in October (when the deal officially closes), and we've been asked to be their best men.
",5,0,
556,"Heading to Connections? Be sure to connect with Slalom at Booth 75! See you soon, Trailblazers! #CNX19 #Salesforce
Activate link to view larger image.
",25,0,1yr •
557,"Learn how successful organizations are becoming more agile and lowering total cost of ownership by utilizing modern application development. Join a free webinar with Slalom and AWS June 26. https://slalom.ws/2KQZMdN
Slalom and AWS Present Application Modernization on AWS
go.slalom.com
Join AWS and Slalom experts in this webinar to learn how successful organizations today achieve similar goals by utilizing modern application development at the heart of their digital transformation initiatives.
",49,0,1yr •
558,"Women-owned companies created 9.2 million jobs and $1.8 trillion in revenue in 2018. So why is it so hard for women entrepreneurs to find the means to launch, and what’s being done about it? Read our latest on The Slowdown: https://slalom.ws/2KMHzOo #theslowdown #loveyourfuture #womeninbusiness
…see more
Activate link to view larger image.
",101,0,
559,"Amazon Web Services (AWS)
5,204,132 followers
1yr1 yearLearn how Slalom used Amazon Rekognition to create personalized, interactive event experiences & how you can do it, too: https://amzn.to/31gOBAW
Activate link to view larger image.
",39,0,1yr •
560,"We are so grateful and excited to join our friends at Ann & Robert H. Lurie Children's Hospital of Chicago to create another special summer camp for patients and their families. Read more: https://slalom.ws/31sooiO #CampUrbanExplorers
Slalom and Lurie Children's Open Second Year of Camp Together
finance.yahoo.com
Camp Urban Explorers, sponsored by Slalom, brings the experience of summer camp to inpatients and their families at Ann & Robert H. Lurie Children's Hospital of Chicago. CHICAGO, June 11, 2019 /PRNewswire-PRWeb/ -- Slalom, the modern consulting firm focuse
",130,0,1yr •
